active_energy,total_energy,active_power_avg,active_power_peak,active_power_p50,active_power_p95,total_power_avg,total_power_peak,total_power_p50,total_power_p95,active_gpu_util_avg,active_gpu_util_peak,active_gpu_util_p50,active_gpu_util_p95,active_mem_avg,active_mem_peak,active_mem_p50,active_mem_p95,total_mem_avg,total_mem_peak,total_mem_p50,total_mem_p95,total_gpu_util_avg,total_gpu_util_peak,total_gpu_util_p50,total_gpu_util_p95,In Tokens Total,In Tokens Avg,In Tokens P50,In Tokens P95,In Tokens Max,In Tokens Min,Out Tokens Total,Out Tokens Avg,Out Tokens P50,Out Tokens P95,Out Tokens Max,Out Tokens Min,Latency Total (s),Latency Avg (s),Latency P50 (s),Latency P95 (s),Latency Max (s),Latency Min (s),TTFT Avg (s),TTFT P50 (s),TTFT P95 (s),TTFT Max (s),TTFT Min (s),Throughput (in+out) tok/s,Throughput (out) tok/s,Throughput (in) tok/s,Energy/Tok (in+out) J/1000,Energy/Tok (out) J/1000,Energy/Tok (in) J/1000,Model Name,FrameWork,Hardware type,TP Size,PP Size,EP Size,DP Size,Precision,Batch Size
69823.00013899803,69823.00013899803,511.5238095238095,598.0,513.0,558.0,511.5238095238095,598.0,513.0,558.0,91.5934065934066,99.0,92.0,94.0,167.91015625,167.91015625,167.91015625,167.91015625,167.91015625,167.91015625,167.91015625,167.91015625,91.5934065934066,99.0,92.0,94.0,351722,351.722,152.0,1250.2499999999998,5135,45,221270,221.27,197.5,493.0,1133,11,135.6319386959076,2.1136252040863037,1.8890936374664307,4.66134601831436,11.07314944267273,0.1402597427368164,0.03577676868438721,0.02932608127593994,0.060934233665466304,0.18979310989379883,0.027967214584350586,4224.609671654637,1631.400407068548,2593.209264586089,121.85684990191491,315.55565661408247,198.51757961969406,meta-llama/Llama-3.1-8B-Instruct,vLLM,AMD Instinct MI300X,1,1,1,1,fp8,16
85708.00031590462,85708.00031590462,651.7718631178707,703.0,656.0,686.8,651.7718631178707,703.0,656.0,686.8,92.212927756654,100.0,92.0,95.0,174.259765625,174.259765625,174.259765625,174.259765625,174.259765625,174.259765625,174.259765625,174.259765625,92.212927756654,100.0,92.0,95.0,351722,351.722,152.0,1250.2499999999998,5135,45,221270,221.27,197.5,493.0,1133,11,130.53930521011353,2.0326129167079925,1.8091529607772827,4.502046048641205,10.703508615493774,0.13019919395446777,0.034737820386886595,0.02532970905303955,0.06901218891143798,0.23554491996765137,0.022226810455322266,4389.421248088637,1695.0450260467383,2694.3762220418985,149.57975035585946,387.34577808064637,243.68108994007943,meta-llama/Llama-3.1-8B-Instruct,vLLM,AMD Instinct MI300X,1,1,1,1,bfloat16,16
48184.5,48184.5,535.3833333333333,646.0,538.5,592.2499999999999,535.3833333333333,646.0,538.5,592.2499999999999,88.95555555555555,99.0,90.0,93.04999999999998,167.98828125,167.98828125,167.98828125,167.98828125,167.98828125,167.98828125,167.98828125,167.98828125,88.95555555555555,99.0,90.0,93.04999999999998,351722,351.722,152.0,1250.2499999999998,5135,45,221270,221.27,197.5,493.0,1133,11,88.88611245155334,2.7182177069187166,2.397686719894409,6.069002497196196,14.136426210403442,0.12116384506225586,0.04068209433555603,0.030608654022216797,0.08090391159057599,0.25353574752807617,0.02915048599243164,6446.361351581268,2489.3652551246564,3956.9960964566117,84.09279710711493,217.7633660234103,136.99597977948494,meta-llama/Llama-3.1-8B-Instruct,vLLM,AMD Instinct MI300X,1,1,1,1,fp8,32
56901.5,56901.5,646.6079545454545,722.0,648.0,681.75,646.6079545454545,722.0,648.0,681.75,89.50568181818181,100.0,90.0,95.0,174.3359375,174.3359375,174.3359375,174.3359375,174.3359375,174.3359375,174.3359375,174.3359375,89.50568181818181,100.0,90.0,95.0,351722,351.722,152.0,1250.2499999999998,5135,45,221270,221.27,197.5,493.0,1133,11,86.99885320663452,2.65869318819046,2.357230067253113,5.936192274093627,13.996966361999512,0.1143190860748291,0.04082281899452209,0.028633475303649902,0.09618313312530517,0.31339097023010254,0.023543834686279297,6586.201758764146,2543.3668588073524,4042.834899956793,99.305923991958,257.158674922041,161.77975787695965,meta-llama/Llama-3.1-8B-Instruct,vLLM,AMD Instinct MI300X,1,1,1,1,bfloat16,32
36685.5,36685.5,560.0839694656488,656.0,565.0,626.5,560.0839694656488,656.0,565.0,626.5,85.83969465648855,99.0,86.0,93.5,168.02734375,168.02734375,168.02734375,168.02734375,168.02734375,168.02734375,168.02734375,168.02734375,85.83969465648855,99.0,86.0,93.5,351722,351.722,152.0,1250.2499999999998,5135,45,221270,221.27,197.5,493.0,1133,11,64.33368110656738,3.826329740524292,3.356453537940979,8.51283015012741,20.313875198364258,0.17024540901184082,0.051921158075332645,0.03659558296203613,0.11427426338195801,0.3395380973815918,0.031346797943115234,8906.56325185016,3439.4114590376216,5467.151792812539,64.02445409359991,165.79518235639716,104.30254576057227,meta-llama/Llama-3.1-8B-Instruct,vLLM,AMD Instinct MI300X,1,1,1,1,fp8,64
41822.5,41822.5,643.4230769230769,708.0,647.0,687.1,643.4230769230769,708.0,647.0,687.1,86.85384615384615,100.0,87.0,94.55,174.498046875,174.498046875,174.498046875,174.498046875,174.498046875,174.498046875,174.498046875,174.498046875,86.85384615384615,100.0,87.0,94.55,351722,351.722,152.0,1250.2499999999998,5135,45,221270,221.27,197.5,493.0,1133,11,64.17498779296875,3.825528595685959,3.36081862449646,8.438898050785065,20.39480233192444,0.16361546516418457,0.05439262366294861,0.039884090423583984,0.14390641450881952,0.3429093360900879,0.02547454833984375,8928.587596284344,3447.916510928315,5480.67108535603,72.98967524852004,189.01116283273828,118.90783061622531,meta-llama/Llama-3.1-8B-Instruct,vLLM,AMD Instinct MI300X,1,1,1,1,bfloat16,64
29375.0,29375.0,564.9038461538462,660.0,571.5,624.25,564.9038461538462,660.0,571.5,624.25,80.29807692307692,99.0,80.0,93.85,168.06971153846155,168.083984375,168.083984375,168.083984375,168.06971153846155,168.083984375,168.083984375,168.083984375,80.29807692307692,99.0,80.0,93.85,351722,351.722,152.0,1250.2499999999998,5135,45,221270,221.27,197.5,493.0,1133,11,51.15655207633972,5.861147529602051,5.113685727119446,12.868795144557952,29.051808834075928,0.3735036849975586,0.06921274185180665,0.06230521202087402,0.12952899932861328,0.38065218925476074,0.03530454635620117,11200.754873880818,4325.350146151444,6875.404727729373,51.265986261588296,132.75636100691463,83.51766451913727,meta-llama/Llama-3.1-8B-Instruct,vLLM,AMD Instinct MI300X,1,1,1,1,fp8,128
34159.0,34159.0,626.7706422018349,710.0,633.0,688.4,626.7706422018349,710.0,633.0,688.4,81.65137614678899,100.0,82.0,94.6,174.8616417001147,174.8916015625,174.8916015625,174.8916015625,174.8616417001147,174.8916015625,174.8916015625,174.8916015625,81.65137614678899,100.0,82.0,94.6,351722,351.722,152.0,1250.2499999999998,5135,45,221270,221.27,197.5,493.0,1133,11,53.4846875667572,6.103711153268814,5.290534973144531,13.386056816577907,30.2211492061615,0.4089524745941162,0.07694903922080994,0.06002330780029297,0.1638338565826416,0.3814570903778076,0.031136512756347656,10713.197104962368,4137.071937156231,6576.125167806137,59.61514296883726,154.37700546843223,97.11931582329225,meta-llama/Llama-3.1-8B-Instruct,vLLM,AMD Instinct MI300X,1,1,1,1,bfloat16,128
79542.0,79542.0,497.1375,617.0,498.0,553.1500000000001,497.1375,617.0,498.0,553.1500000000001,92.253125,99.0,93.0,95.0,168.08203125,168.08203125,168.08203125,168.08203125,168.08203125,168.08203125,168.08203125,168.08203125,92.253125,99.0,93.0,95.0,332726,332.726,127.5,1244.0,6717,18,223192,223.192,199.5,493.14999999999986,1173,10,158.60910177230835,2.474313678741455,2.217587947845459,5.426880908012388,13.318565845489502,0.14395451545715332,0.04191173696517944,0.03526198863983154,0.06750816106796265,0.29741883277893066,0.03368735313415527,3504.9564860284586,1407.1828003944172,2097.773685634041,143.08225313805272,356.38374135273665,239.06157018086955,Qwen/Qwen3-8B,vLLM,AMD Instinct MI300X,1,1,1,1,fp8,16
97963.00015211105,97963.00015211105,629.9871382636655,727.0,635.0,670.0,629.9871382636655,727.0,635.0,670.0,92.55305466237942,100.0,93.0,95.0,174.39347304561898,174.3935546875,174.3935546875,174.3935546875,174.39347304561898,174.3935546875,174.3935546875,174.3935546875,92.55305466237942,100.0,93.0,95.0,332726,332.726,127.5,1244.0,6717,18,223192,223.192,199.5,493.14999999999986,1173,10,154.30887937545776,2.406122766017914,2.1549365520477295,5.2891481757164,13.021648406982422,0.13013553619384766,0.040131943941116334,0.029604077339172363,0.07495955228805541,0.3617889881134033,0.027540206909179688,3602.631308386111,1446.397646741629,2156.2336616444823,176.21843536656675,438.91806226079365,294.425443614599,Qwen/Qwen3-8B,vLLM,AMD Instinct MI300X,1,1,1,1,bfloat16,16
