Model Name,FrameWork,Hardware type,Count,Precision,Batch Size,In tokens,Out tokens,TTFT,Latency,Power Avg,Power Avg (Active),Power Peak,Power Peak (Active),Energy,Energy (Active)
meta-llama/Meta-Llama-3-8B,Accelerate,NVIDIA A100-SXM4-40GB,1,torch.float16,2,2048,2048,348.1913413852453,62.64507658686489,408.9721393227237,245.11068253968256,430.129,265.266,25926.71869568801,15441.974764181616
meta-llama/Meta-Llama-3-8B,Accelerate,NVIDIA A100-SXM4-40GB,1,torch.float16,4,128,128,59.79184387251735,3.273807194083929,346.6578571428572,182.5018571428572,361.155,196.833,1374.7577134377957,638.7565929691792
meta-llama/Meta-Llama-3-8B,Accelerate,NVIDIA A100-SXM4-40GB,1,torch.float16,4,256,256,90.80186719074844,6.6150579820387065,383.5850776610644,219.2176428571429,559.048,394.187,2846.621314596415,1534.52364683342
meta-llama/Meta-Llama-3-8B,Accelerate,NVIDIA A100-SXM4-40GB,1,torch.float16,4,512,512,174.32997608557343,13.47567643923685,387.7871696832459,223.52839285714285,407.154,242.563,5590.376789659977,3129.398043273926
meta-llama/Meta-Llama-3-8B,Accelerate,NVIDIA A100-SXM4-40GB,1,torch.float16,4,1024,1024,343.7753231264651,31.92512336885557,410.8748432410717,246.506796875,427.794,262.664,13309.388630416155,7888.218388148308
meta-llama/Meta-Llama-3-8B,Accelerate,NVIDIA A100-SXM4-40GB,1,torch.float16,4,2048,2048,692.1253250911832,85.13046037266031,441.61003984401486,276.86702339181284,607.048,441.599,37919.17078252888,23672.134109103445
meta-llama/Meta-Llama-3-8B,Accelerate,NVIDIA A100-SXM4-40GB,1,torch.float16,8,128,128,109.92745729163288,3.3165207491256297,364.3143650793651,198.98514285714285,388.241,222.792,1436.8623032610417,696.4481574628353
meta-llama/Meta-Llama-3-8B,Accelerate,NVIDIA A100-SXM4-40GB,1,torch.float16,8,256,256,173.10679983347654,6.9215357531793416,402.8695793067226,237.5099285714286,419.394,253.945,2981.8939537382125,1662.5697350099088
meta-llama/Meta-Llama-3-8B,Accelerate,NVIDIA A100-SXM4-40GB,1,torch.float16,16,128,128,174.21739595010877,3.60874244896695,393.7393911616162,228.41837500000003,422.3200000000001,256.602,1736.676717761278,913.6736402335166
meta-llama/Meta-Llama-3-8B,Accelerate,NVIDIA A100-SXM4-40GB,1,torch.float16,16,256,256,339.55081831663847,8.670476211700588,442.5145587301588,277.3204444444445,596.008,430.559,4144.189833655596,2495.884168675422
meta-llama/Meta-Llama-3-8B,Accelerate,NVIDIA A100-SXM4-40GB,1,torch.float16,32,128,128,339.0855840407312,4.536202222108841,453.11745,287.9517000000001,567.807,402.628,2427.1050660595893,1439.7588975999356
meta-llama/Meta-Llama-3-8B,Accelerate,NVIDIA A100-SXM4-40GB,1,torch.float16,32,256,256,671.6724270954728,11.875250318087636,458.679266025641,293.50045833333337,570.13,404.681,5665.687440725089,3522.0061675381658
meta-llama/Meta-Llama-3-8B,Accelerate,NVIDIA A100-SXM4-40GB,2,torch.float16,1,128,128,25.584446731954813,3.400774440728128,478.1609940476191,373.4431607142857,566.063,461.278,1897.1896889879704,1399.3806267642976
meta-llama/Meta-Llama-3-8B,Accelerate,NVIDIA A100-SXM4-40GB,2,torch.float16,1,256,256,31.19948692619801,6.486097142100334,467.1074273809524,362.3840523809524,484.394,379.664,3496.835080662966,2632.471917823076
meta-llama/Meta-Llama-3-8B,Accelerate,NVIDIA A100-SXM4-40GB,2,torch.float16,1,512,512,60.11270871385932,13.306365677155554,479.9859218664478,375.2889563492064,498.351,393.621,6710.633658627273,5165.951422869683
meta-llama/Meta-Llama-3-8B,Accelerate,NVIDIA A100-SXM4-40GB,2,torch.float16,1,1024,1024,111.6539011709392,25.540853889193382,523.9405538928228,419.23810776487664,759.12,654.12,13863.508110410454,11009.963124218226
meta-llama/Meta-Llama-3-8B,Accelerate,NVIDIA A100-SXM4-40GB,2,torch.float16,1,2048,2048,177.7252871543169,51.99881967203692,568.6821471421015,463.99280134770896,744.054,639.324,30106.66175815057,24479.204872622016
meta-llama/Meta-Llama-3-8B,Accelerate,NVIDIA A100-SXM4-40GB,2,torch.float16,2,128,128,37.96151373535395,3.31716133793816,505.214628968254,400.4905178571429,543.495,438.765,2006.75745484376,1508.9228918569088
meta-llama/Meta-Llama-3-8B,Accelerate,NVIDIA A100-SXM4-40GB,2,torch.float16,2,256,256,59.575248043984175,6.675736808683723,503.0604125,398.3536,526.8330000000001,422.103,3763.6860969130994,2899.455459418058
meta-llama/Meta-Llama-3-8B,Accelerate,NVIDIA A100-SXM4-40GB,2,torch.float16,2,512,512,92.65076089650393,13.273280003108084,548.7947653712826,444.092455026455,745.35,640.35,7659.624517499685,6114.855756267547
meta-llama/Meta-Llama-3-8B,Accelerate,NVIDIA A100-SXM4-40GB,2,torch.float16,2,1024,1024,182.5583172030747,26.837744696997103,596.6535433090302,491.9576767676768,893.0,788.0,16374.450726682186,13416.385325768948
meta-llama/Meta-Llama-3-8B,Accelerate,NVIDIA A100-SXM4-40GB,2,torch.float16,2,2048,2048,348.20824302732944,62.367199851665646,626.4676711303821,521.5895037460317,797.342,692.342,39420.47168235207,32734.03327107024
meta-llama/Meta-Llama-3-8B,Accelerate,NVIDIA A100-SXM4-40GB,2,torch.float16,4,128,128,48.65221306681633,3.298654688987881,553.6774206349206,448.7186428571428,579.6750000000001,474.675,2204.294447592258,1705.2688461501598
meta-llama/Meta-Llama-3-8B,Accelerate,NVIDIA A100-SXM4-40GB,2,torch.float16,4,256,256,91.73970902338624,6.661272902972996,603.2498791666667,498.2995666666667,774.655,669.655,4493.443456728935,3627.1298566310406
meta-llama/Meta-Llama-3-8B,Accelerate,NVIDIA A100-SXM4-40GB,2,torch.float16,4,512,512,185.8484609983861,13.456642748788,607.5449929127602,502.7059187192119,636.972,531.972,8776.37421938777,7177.133580832959
meta-llama/Meta-Llama-3-8B,Accelerate,NVIDIA A100-SXM4-40GB,4,torch.float16,1,128,128,25.740269105881453,3.4637233992107213,686.3109901515152,686.3109901515152,811.876,811.876,3260.631613254547,3260.631613254547
meta-llama/Meta-Llama-3-8B,Accelerate,NVIDIA A100-SXM4-40GB,4,torch.float16,1,256,256,38.20086410269141,6.613124879077077,727.0630615196078,727.0630615196078,905.819,905.819,5623.095349617482,5623.095349617482
meta-llama/Meta-Llama-3-8B,Accelerate,NVIDIA A100-SXM4-40GB,4,torch.float16,1,512,512,60.35888101905584,14.112254286184909,761.1504449434557,761.1504449434557,1423.831,1423.831,11610.880048278808,11610.880048278808
meta-llama/Meta-Llama-3-8B,Accelerate,NVIDIA A100-SXM4-40GB,4,torch.float16,1,1024,1024,112.29646811261772,26.197270596865565,816.3378911135161,816.3378911135161,1418.608,1418.608,22242.67859684157,22242.67859684157
meta-llama/Meta-Llama-3-8B,Accelerate,NVIDIA A100-SXM4-40GB,4,torch.float16,1,2048,2048,182.7939031645656,54.95501475734636,893.3829857167659,893.3829857167659,1488.45,1488.45,50249.07382050514,50249.07382050514
meta-llama/Meta-Llama-3-8B,Accelerate,NVIDIA A100-SXM4-40GB,4,torch.float16,2,128,128,38.20722596719861,3.57553887180984,816.668468939394,816.668468939394,863.116,863.116,3931.791609760761,3931.791609760761
meta-llama/Meta-Llama-3-8B,Accelerate,NVIDIA A100-SXM4-40GB,4,torch.float16,2,256,256,59.93767036125064,6.829904199577868,879.172219047619,879.172219047619,1251.677,1251.677,6861.607951063157,6861.607951063157
meta-llama/Meta-Llama-3-8B,Accelerate,NVIDIA A100-SXM4-40GB,4,torch.float16,2,512,512,91.2878909148276,13.759010492358357,906.7285743206736,906.7285743206736,962.222,962.222,13419.034603874685,13419.034603874685
meta-llama/Meta-Llama-3-8B,Accelerate,NVIDIA A100-SXM4-40GB,4,torch.float16,2,1024,1024,174.8240259476006,28.301691107917577,970.3005044905514,970.3005044905514,1353.643,1353.643,28399.186479349613,28399.186479349613
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,Accelerate,NVIDIA A100-SXM4-40GB,1,torch.float16,1,128,128,24.86776001751423,3.108936393167824,336.5215420634921,171.3277142857143,348.595,182.857,1341.5577203295231,599.6470738284588
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,Accelerate,NVIDIA A100-SXM4-40GB,1,torch.float16,1,256,256,33.635214902460575,5.871866879984736,345.1372783882784,180.2418333333333,382.942,217.804,2234.2874609947203,1081.451304548502
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,Accelerate,NVIDIA A100-SXM4-40GB,1,torch.float16,1,512,512,44.5800619199872,11.656514011789112,345.8518173076923,181.044125,356.17600000000004,191.038,4313.432672419548,2172.5298546237946
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,Accelerate,NVIDIA A100-SXM4-40GB,1,torch.float16,1,1024,1024,102.91420109570026,23.3800337491557,357.51159359096835,193.21338297872344,368.42,203.552,8564.067263779163,4540.515082026958
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,Accelerate,NVIDIA A100-SXM4-40GB,1,torch.float16,1,2048,2048,166.05483228340745,46.83554267324507,382.63328883009984,218.63127659574468,403.633,238.768,18145.652755313866,10275.67139958429
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,Accelerate,NVIDIA A100-SXM4-40GB,1,torch.float16,2,128,128,29.68770638108253,2.1588790523819625,321.8248857142857,157.78459999999998,346.91200000000003,182.588,966.2840128159522,394.4615
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,Accelerate,NVIDIA A100-SXM4-40GB,1,torch.float16,2,256,256,53.60714299604297,5.985727601218969,346.1653591575091,182.1784615384615,353.299,188.706,2411.702845636368,1184.16021210742
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,Accelerate,NVIDIA A100-SXM4-40GB,1,torch.float16,2,512,512,89.44704895839095,11.794014093000442,360.53763841880345,196.5787083333333,376.602,212.009,4487.850512302637,2358.944780401468
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,Accelerate,NVIDIA A100-SXM4-40GB,1,torch.float16,2,1024,1024,168.81291521713138,23.999226193409413,376.5530900360144,212.6027959183673,395.771,231.511,9386.866815307616,5208.769298665524
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,Accelerate,NVIDIA A100-SXM4-40GB,1,torch.float16,2,2048,2048,325.38101077079773,53.08649648306891,403.09179276834766,238.8305981308411,421.937,257.139,21726.764191040995,12777.438511121034
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,Accelerate,NVIDIA A100-SXM4-40GB,1,torch.float16,4,128,128,54.574224166572094,3.048295032233,340.51346428571424,176.02571428571426,361.631,196.833,1353.1442133157252,616.090092413187
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,Accelerate,NVIDIA A100-SXM4-40GB,1,torch.float16,4,256,256,101.29485139623284,6.096551129128784,356.38264615384617,191.86184615384616,371.55,207.022,2477.820346254826,1247.102190868855
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,Accelerate,NVIDIA A100-SXM4-40GB,1,torch.float16,4,512,512,162.46175207197666,12.241941438056529,384.1900428571428,219.6684,407.961,243.163,4963.714657315492,2745.855318469286
