active_energy,total_energy,active_power_avg,active_power_peak,active_power_p50,active_power_p95,total_power_avg,total_power_peak,total_power_p50,total_power_p95,active_gpu_util_avg,active_gpu_util_peak,active_gpu_util_p50,active_gpu_util_p95,active_mem_avg,active_mem_peak,active_mem_p50,active_mem_p95,total_mem_avg,total_mem_peak,total_mem_p50,total_mem_p95,total_gpu_util_avg,total_gpu_util_peak,total_gpu_util_p50,total_gpu_util_p95,In Tokens Total,In Tokens Avg,In Tokens P50,In Tokens P95,In Tokens Max,In Tokens Min,Out Tokens Total,Out Tokens Avg,Out Tokens P50,Out Tokens P95,Out Tokens Max,Out Tokens Min,Latency Total (s),Latency Avg (s),Latency P50 (s),Latency P95 (s),Latency Max (s),Latency Min (s),TTFT Avg (s),TTFT P50 (s),TTFT P95 (s),TTFT Max (s),TTFT Min (s),Throughput (in+out) tok/s,Throughput (out) tok/s,Throughput (in) tok/s,Energy/Tok (in+out) J/1000,Energy/Tok (out) J/1000,Energy/Tok (in) J/1000,Model Name,FrameWork,Hardware type,TP Size,PP Size,EP Size,DP Size,Precision,Batch Size
3221.0409999999997,3221.0409999999997,429.4721333333334,514.483,463.39,513.9622,429.4721333333334,514.483,463.39,513.9622,19.45,23.75,22.25,23.4,73887.3125,73923.3125,73917.3125,73923.3125,73887.3125,73923.3125,73917.3125,73923.3125,19.45,23.75,22.25,23.4,13156,411.125,197.0,1361.9499999999998,2287,46,8472,264.75,249.5,483.04999999999995,778,31,6.439049005508423,2.428544245660305,2.39488685131073,4.082119023799896,6.134127616882324,0.44448399543762207,0.08318574726581573,0.09188449382781982,0.13227362632751463,0.16310381889343262,0.03462815284729004,3358.8810989787253,1315.7222429511635,2043.158856027562,148.9292121324209,380.198418319169,244.8343721495895,meta-llama/Llama-3.1-8B-Instruct,vLLM,NVIDIA H100 80GB HBM3,1,1,1,1,bfloat16,
3123.628,3123.628,416.48373333333336,502.12,452.856,492.78479999999996,416.48373333333336,502.12,452.856,492.78479999999996,19.516666666666666,23.75,22.5,23.575,73887.3125,73923.3125,73917.3125,73923.3125,73887.3125,73923.3125,73917.3125,73923.3125,19.516666666666666,23.75,22.5,23.575,13156,411.125,197.0,1361.9499999999998,2287,46,8472,264.75,249.5,483.04999999999995,778,31,6.419209241867065,2.420735903084278,2.3871060609817505,4.070734930038452,6.117775917053223,0.44304823875427246,0.08258955180644989,0.09157693386077881,0.1309375166893005,0.16129183769226074,0.03445577621459961,3369.262347601769,1319.7887279860452,2049.4736196157237,144.42518956907713,368.7001888574126,237.42991790817877,meta-llama/Llama-3.1-8B-Instruct,vLLM,NVIDIA H100 80GB HBM3,1,1,1,1,bfloat16,
3185.158,3185.158,424.6877333333334,530.076,464.202,500.7453,424.6877333333334,530.076,464.202,500.7453,19.066666666666666,23.5,22.25,23.5,73887.3125,73923.3125,73917.3125,73923.3125,73887.3125,73923.3125,73917.3125,73923.3125,19.066666666666666,23.5,22.25,23.5,13156,411.125,197.0,1361.9499999999998,2287,46,8472,264.75,249.5,483.04999999999995,778,31,6.441755056381226,2.4315211474895477,2.3994892835617065,4.08268506526947,6.133470058441162,0.44497084617614746,0.08404863625764847,0.09303843975067139,0.13303135633468627,0.16620755195617676,0.03471970558166504,3357.470101036398,1315.1695346763622,2042.3005663600356,147.27011281671906,375.96293673276676,242.1068713894801,meta-llama/Llama-3.1-8B-Instruct,vLLM,NVIDIA H100 80GB HBM3,1,1,1,1,bfloat16,
3087.4200166234973,3087.4200166234973,411.656,517.915,449.226,487.55529999999993,411.656,517.915,449.226,487.55529999999993,19.483333333333334,23.75,22.25,23.4,73887.10833333334,73923.375,73917.375,73923.375,73887.10833333334,73923.375,73917.375,73923.375,19.483333333333334,23.75,22.25,23.4,13156,411.125,197.0,1361.9499999999998,2287,46,8472,264.75,249.5,483.04999999999995,778,31,6.422551155090332,2.420848898589611,2.3872978687286377,4.069688332080841,6.119220733642578,0.4425473213195801,0.08277278393507004,0.09140968322753906,0.13130037784576415,0.16383910179138184,0.03426051139831543,3367.5091840815094,1319.1019885120468,2048.4071955694626,142.75106420489632,364.4263475712344,234.67771485432482,meta-llama/Llama-3.1-8B-Instruct,vLLM,NVIDIA H100 80GB HBM3,1,1,1,1,bfloat16,
3207.2529999999997,3207.2529999999997,427.63373333333334,511.526,461.561,504.6485,427.63373333333334,511.526,461.561,504.6485,19.533333333333335,23.75,22.25,23.575,73887.3125,73923.3125,73917.3125,73923.3125,73887.3125,73923.3125,73917.3125,73923.3125,19.533333333333335,23.75,22.25,23.575,13156,411.125,197.0,1361.9499999999998,2287,46,8472,264.75,249.5,483.04999999999995,778,31,6.4323647022247314,2.4259586930274963,2.3915029764175415,4.079057061672211,6.127938508987427,0.4441370964050293,0.0827508270740509,0.09179317951202393,0.13157707452774045,0.16320443153381348,0.03456377983093262,3362.3715384980624,1317.08949852763,2045.2820399704322,148.29170519696686,378.5709395656279,243.78633323198537,meta-llama/Llama-3.1-8B-Instruct,vLLM,NVIDIA H100 80GB HBM3,1,1,1,1,bfloat16,
3132.8244999999997,3132.8244999999997,417.70993333333337,495.88,449.517,493.8213,417.70993333333337,495.88,449.517,493.8213,19.566666666666666,23.75,22.5,23.575,73887.3125,73923.3125,73917.3125,73923.3125,73887.3125,73923.3125,73917.3125,73923.3125,19.566666666666666,23.75,22.5,23.575,13156,411.125,197.0,1361.9499999999998,2287,46,8472,264.75,249.5,483.04999999999995,778,31,6.412838697433472,2.417946942150593,2.3843092918395996,4.065132188796997,6.110663890838623,0.4421689510345459,0.08203940838575363,0.09100532531738281,0.13095574378967284,0.1616802215576172,0.03428983688354492,3372.609388827431,1321.0998123796003,2051.5095764478306,144.85040225633435,369.78570585457976,238.1289525691699,meta-llama/Llama-3.1-8B-Instruct,vLLM,NVIDIA H100 80GB HBM3,1,1,1,1,bfloat16,
3208.6384999999996,3208.6384999999996,427.81846666666667,518.58,462.29200000000003,504.86210000000005,427.81846666666667,518.58,462.29200000000003,504.86210000000005,19.583333333333332,23.75,22.25,23.575,73887.3125,73923.3125,73917.3125,73923.3125,73887.3125,73923.3125,73917.3125,73923.3125,19.583333333333332,23.75,22.25,23.575,13156,411.125,197.0,1361.9499999999998,2287,46,8472,264.75,249.5,483.04999999999995,778,31,6.433210849761963,2.427350699901581,2.39467453956604,4.077469253540039,6.127242803573608,0.4449648857116699,0.0836205780506134,0.09260988235473633,0.13233397006988523,0.16466808319091797,0.03496146202087402,3361.929292399963,1316.9162643430961,2045.0130280568667,148.3557656741261,378.7344782813975,243.89164639708113,meta-llama/Llama-3.1-8B-Instruct,vLLM,NVIDIA H100 80GB HBM3,1,1,1,1,bfloat16,
2275.848,2275.848,379.30800000000005,448.50100000000003,425.4475,444.00255,379.30800000000005,448.50100000000003,425.4475,444.00255,18.1875,23.75,21.375,23.2,74104.3125,74151.3125,74145.3125,74151.3125,74104.3125,74151.3125,74145.3125,74151.3125,18.1875,23.75,21.375,23.2,13156,411.125,197.0,1361.9499999999998,2287,46,8472,264.75,249.5,483.04999999999995,778,31,4.917321443557739,1.8906185403466225,1.8803796768188477,3.1570688128471374,4.672231912612915,0.3478391170501709,0.06758695095777512,0.0693211555480957,0.10623672008514401,0.12790274620056152,0.024803876876831055,4398.329506877201,1722.8891983661758,2675.4403085110257,105.22692805622341,268.63172804532576,172.98935846761933,meta-llama/Llama-3.1-8B-Instruct,vLLM,NVIDIA H100 80GB HBM3,1,1,1,1,fp8,
2337.756,2337.756,389.62600000000003,465.023,438.67150000000004,455.8435,389.62600000000003,465.023,438.67150000000004,455.8435,18.1875,23.25,21.5,22.975,74104.375,74151.375,74145.375,74151.375,74104.375,74151.375,74145.375,74151.375,18.1875,23.25,21.5,22.975,13156,411.125,197.0,1361.9499999999998,2287,46,8472,264.75,249.5,483.04999999999995,778,31,4.886311292648315,1.8789227679371834,1.8662248849868774,3.141154658794403,4.652851343154907,0.3459475040435791,0.06457217782735825,0.06877946853637695,0.10102895498275755,0.12716937065124512,0.02469921112060547,4426.242763644703,1733.8232242277568,2692.419539416946,108.08932864804882,275.9390934844193,177.69504408634845,meta-llama/Llama-3.1-8B-Instruct,vLLM,NVIDIA H100 80GB HBM3,1,1,1,1,fp8,
3130.326909770966,3130.326909770966,417.0469999999999,507.332,453.138,495.1891,417.0469999999999,507.332,453.138,495.1891,19.433333333333334,23.5,22.5,23.325,73887.3125,73923.3125,73917.3125,73923.3125,73887.3125,73923.3125,73917.3125,73923.3125,19.433333333333334,23.5,22.5,23.325,13156,411.125,197.0,1361.9499999999998,2287,46,8472,264.75,249.5,483.04999999999995,778,31,6.428693532943726,2.4263592436909676,2.3937723636627197,4.077394187450409,6.126345634460449,0.4452247619628906,0.08240733295679092,0.09145545959472656,0.13097938299179074,0.1622154712677002,0.03468060493469238,3364.2916541545646,1317.8416355648915,2046.4500185896734,144.73492277468864,369.4909005867524,237.9391083741993,meta-llama/Llama-3.1-8B-Instruct,vLLM,NVIDIA H100 80GB HBM3,1,1,1,1,bfloat16,
