active_energy,total_energy,active_power_avg,active_power_peak,active_power_p50,active_power_p95,total_power_avg,total_power_peak,total_power_p50,total_power_p95,active_gpu_util_avg,active_gpu_util_peak,active_gpu_util_p50,active_gpu_util_p95,active_mem_util_avg,active_mem_util_peak,active_mem_util_p50,active_mem_util_p95,active_mem_avg,active_mem_peak,active_mem_p50,active_mem_p95,total_mem_avg,total_mem_peak,total_mem_p50,total_mem_p95,total_gpu_util_avg,total_gpu_util_peak,total_gpu_util_p50,total_gpu_util_p95,total_mem_util_avg,total_mem_util_peak,total_mem_util_p50,total_mem_util_p95,In Tokens Total,In Tokens Avg,In Tokens P50,In Tokens P95,In Tokens Max,In Tokens Min,Out Tokens Total,Out Tokens Avg,Out Tokens P50,Out Tokens P95,Out Tokens Max,Out Tokens Min,Latency Total (s),Latency Avg (s),Latency P50 (s),Latency P95 (s),Latency Max (s),Latency Min (s),TTFT Avg (s),TTFT P50 (s),TTFT P95 (s),TTFT Max (s),TTFT Min (s),Throughput (in+out) tok/s,Throughput (out) tok/s,Throughput (in) tok/s,Energy/Tok (in+out) J/1000,Energy/Tok (out) J/1000,Energy/Tok (in) J/1000,Model Name,FrameWork,Hardware type,TP Size,PP Size,EP,Batch Size
21778.357500000002,31391.340000000004,463.36930851063835,694.542,496.617,584.62515,667.9008510638298,899.7270000000001,701.4765,789.2524000000001,61.5531914893617,94.0,64.0,86.69999999999999,43.340425531914896,56.0,46.0,54.0,79537.18484042553,80131.3125,79675.3125,79679.3125,80986.93484042553,81581.0625,81125.0625,81129.0625,15.388297872340425,23.5,16.0,21.674999999999997,10.835106382978724,14.0,11.5,13.5,332726,332.726,127.5,1244.0,6717,18,241712,241.712,203.0,572.5499999999995,1317,16,46.06906747817993,8.936713618993759,7.646922826766968,21.0165598988533,35.68929409980774,0.5789299011230469,0.050221014976501464,0.042426109313964844,0.11232333183288569,0.3985278606414795,0.024475812911987305,12469.060726529266,5246.7309027794845,7222.32982374978,54.64704633050042,129.87083802210898,94.34591826307533,Qwen/Qwen3-8B,vLLM,NVIDIA H100 80GB HBM3,1,1,1,
103965.7865,103965.7865,420.06378383838387,526.922,417.385,454.1824,420.06378383838387,526.922,417.385,454.1824,57.37474747474747,90.0,57.5,62.5,20.504040404040403,28.0,20.5,22.0,156257.42904040404,156258.625,156256.625,156258.625,156257.42904040404,156258.625,156256.625,156258.625,57.37474747474747,90.0,57.5,62.5,20.504040404040403,28.0,20.5,22.0,332726,332.726,127.5,1244.0,6717,18,241712,241.712,203.0,572.5499999999995,1317,16,246.59906911849976,3.8129583768844606,3.1999459266662598,9.087249004840844,20.822155714035034,0.2498183250427246,0.020410605907440184,0.017690181732177734,0.03462032079696655,0.1600196361541748,0.015830278396606445,2329.4410723179244,980.1821266561581,1349.2589456617663,180.98695855775557,430.12256942146024,312.4666737796265,Qwen/Qwen3-8B,vLLM,NVIDIA H100 80GB HBM3,2,1,1,16
62752.068,62752.068,458.04429197080293,579.665,458.516,518.8651,458.04429197080293,579.665,458.516,518.8651,59.36861313868613,84.5,59.5,66.67499999999998,21.505474452554743,25.5,22.0,23.5,156113.50821167883,156114.625,156114.625,156114.625,156113.50821167883,156114.625,156114.625,156114.625,59.36861313868613,84.5,59.5,66.67499999999998,21.505474452554743,25.5,22.0,23.5,332726,332.726,127.5,1244.0,6717,18,241712,241.712,203.0,572.5499999999995,1317,16,135.7857789993286,4.036828066349029,3.4017131328582764,9.644770193099973,22.172904014587402,0.26703834533691406,0.021800820827484132,0.018631815910339355,0.04227185249328613,0.1633918285369873,0.016182422637939453,4230.472470926726,1780.0980469478702,2450.3744239788552,109.24080231461011,259.6150294565433,188.59983289553566,Qwen/Qwen3-8B,vLLM,NVIDIA H100 80GB HBM3,2,1,1,32
42803.4835,42803.4835,509.5652797619048,668.274,521.4675,605.56605,509.5652797619048,668.274,521.4675,605.56605,57.898809523809526,81.5,58.5,67.65,22.205357142857142,25.5,23.0,25.0,155913.1130952381,155916.625,155916.625,155916.625,155913.1130952381,155916.625,155916.625,155916.625,57.898809523809526,81.5,58.5,67.65,22.205357142857142,25.5,23.0,25.0,332726,332.726,127.5,1244.0,6717,18,241712,241.712,203.0,572.5499999999995,1317,16,82.89667439460754,4.626904352664948,3.8553179502487183,11.11020919084549,25.17447519302368,0.299663782119751,0.025051039218902588,0.02072012424468994,0.044861793518066406,0.17984247207641602,0.01746678352355957,6929.566284716572,2915.8226402351725,4013.7436444813998,74.51366988256348,177.08464412193024,128.6448414010327,Qwen/Qwen3-8B,vLLM,NVIDIA H100 80GB HBM3,2,1,1,64
28380.612499999996,28380.612499999996,511.3623873873874,927.1389999999999,524.0129999999999,621.5699999999999,511.3623873873874,927.1389999999999,524.0129999999999,621.5699999999999,57.288288288288285,85.5,59.0,68.25,24.01801801801802,29.0,25.5,28.0,157670.0304054054,157748.625,157748.625,157748.625,157670.0304054054,157748.625,157748.625,157748.625,57.288288288288285,85.5,59.0,68.25,24.01801801801802,29.0,25.5,28.0,332726,332.726,127.5,1244.0,6717,18,241712,241.712,203.0,572.5499999999995,1317,16,54.60720205307007,5.585611707925796,4.715116262435913,13.189835059642789,29.20568585395813,0.34707164764404297,0.03023492503166199,0.023877382278442383,0.048005104064941406,0.2621438503265381,0.01898813247680664,10519.454914421944,4426.375842605741,6093.0790718162025,49.40587582994161,117.41499180843316,85.29724908783803,Qwen/Qwen3-8B,vLLM,NVIDIA H100 80GB HBM3,2,1,1,128
28303.205500000004,28303.205500000004,622.0484725274727,1034.906,677.428,815.7845,622.0484725274727,1034.906,677.428,815.7845,52.83516483516483,88.0,53.5,70.75,23.928571428571427,30.5,25.5,29.0,157155.3282967033,157362.625,157354.625,157362.625,157155.3282967033,157362.625,157354.625,157362.625,52.83516483516483,88.0,53.5,70.75,23.928571428571427,30.5,25.5,29.0,332726,332.726,127.5,1244.0,6717,18,241712,241.712,203.0,572.5499999999995,1317,16,44.236135482788086,8.092617466211319,6.9345152378082275,18.878612411022186,33.2268545627594,0.5337388515472412,0.042207038640975955,0.03757894039154053,0.09165875911712645,0.34917187690734863,0.023380756378173828,12985.718434276636,5464.1301135820995,7521.5883206945355,49.27112325438081,117.09474705434569,85.06460420886857,Qwen/Qwen3-8B,vLLM,NVIDIA H100 80GB HBM3,2,1,1,
178833.0955403037,178833.0955403037,705.4559980276134,826.727,703.3149999999999,743.6417,705.4559980276134,826.727,703.3149999999999,743.6417,62.091222879684416,82.25,61.75,68.425,10.180473372781066,14.75,10.0,11.0,308587.56163708086,308589.25,308589.25,308589.25,308587.56163708086,308589.25,308589.25,308589.25,62.091222879684416,82.25,61.75,68.425,10.180473372781066,14.75,10.0,11.0,332726,332.726,127.5,1244.0,6717,18,241712,241.712,203.0,572.5499999999995,1317,16,252.43123054504395,3.904188874959946,3.2846837043762207,9.322865760326378,21.408615589141846,0.252530574798584,0.02216885447502136,0.019356369972229004,0.03984866142272949,0.14694571495056152,0.0163877010345459,2275.621755516091,957.5360365597426,1318.0857189563485,311.31835905755486,739.8602284549535,537.4785725801521,Qwen/Qwen3-8B,vLLM,NVIDIA H100 80GB HBM3,4,1,1,16
105326.94954170848,105326.94954170848,741.7390809859155,883.173,742.0319999999999,803.3703,741.7390809859155,883.173,742.0319999999999,803.3703,62.74647887323944,76.25,63.25,68.5,10.661971830985916,14.0,10.75,11.75,308049.0457746479,308051.25,308051.25,308051.25,308049.0457746479,308051.25,308051.25,308051.25,62.74647887323944,76.25,63.25,68.5,10.661971830985916,14.0,10.75,11.75,332726,332.726,127.5,1244.0,6717,18,241712,241.712,203.0,572.5499999999995,1317,16,141.07651019096375,4.199879487514496,3.531763434410095,10.036451673507687,23.039364099502563,0.2729794979095459,0.024201825857162476,0.020377039909362793,0.04155595302581787,0.5028643608093262,0.016576766967773438,4071.818896160886,1713.3398017346346,2358.4790944262513,183.3565146137764,435.75391185257035,316.55761660257537,Qwen/Qwen3-8B,vLLM,NVIDIA H100 80GB HBM3,4,1,1,32
69863.69450000001,69863.69450000001,798.4422228571428,1004.659,811.664,903.7665999999999,798.4422228571428,1004.659,811.664,903.7665999999999,63.135714285714286,85.5,63.0,73.75,11.325714285714286,16.25,11.5,13.5,307616.0614285714,307623.25,307623.25,307623.25,307616.0614285714,307623.25,307623.25,307623.25,63.135714285714286,85.5,63.0,73.75,11.325714285714286,16.25,11.5,13.5,332726,332.726,127.5,1244.0,6717,18,241712,241.712,203.0,572.5499999999995,1317,16,86.47508597373962,4.845602524042129,4.033319115638733,11.696463203430175,26.881094932556152,0.30916762351989746,0.026736164569854736,0.02244734764099121,0.04368853569030762,0.1680901050567627,0.018014907836914062,6642.815020437711,2795.163454054293,3847.651566383418,121.62094864894038,289.0369303137619,209.97365550032163,Qwen/Qwen3-8B,vLLM,NVIDIA H100 80GB HBM3,4,1,1,64
51619.09450000001,51619.09450000001,860.3182416666667,1301.3449999999998,896.0300000000001,1002.8575999999999,860.3182416666667,1301.3449999999998,896.0300000000001,1002.8575999999999,59.391666666666666,87.0,60.0,68.7625,12.064583333333333,18.0,12.75,14.2625,309769.0,309869.25,309869.25,309869.25,309769.0,309869.25,309869.25,309869.25,59.391666666666666,87.0,60.0,68.7625,12.064583333333333,18.0,12.75,14.2625,332726,332.726,127.5,1244.0,6717,18,241712,241.712,203.0,572.5499999999995,1317,16,58.73497486114502,6.045554667949676,5.137340068817139,14.239218068122863,31.929015398025513,0.37877845764160156,0.031945140123367306,0.026558637619018555,0.04741952419281006,0.1885685920715332,0.020026445388793945,9780.169334506829,4115.2992841391315,5664.870050367697,89.8601668065135,213.55619290726156,155.13994848614178,Qwen/Qwen3-8B,vLLM,NVIDIA H100 80GB HBM3,4,1,1,128
42664.27057653713,42664.27057653713,907.7504361702129,1419.0320000000002,960.1505,1097.4702,907.7504361702129,1419.0320000000002,960.1505,1097.4702,56.08510638297872,88.5,56.875,70.29999999999998,12.670212765957446,18.0,13.5,16.349999999999994,307818.12234042556,308043.25,308035.25,308043.25,307818.12234042556,308043.25,308035.25,308043.25,56.08510638297872,88.5,56.875,70.29999999999998,12.670212765957446,18.0,13.5,16.349999999999994,332726,332.726,127.5,1244.0,6717,18,241712,241.712,203.0,572.5499999999995,1317,16,45.882349252700806,8.432398136377335,7.264944791793823,19.594070768356325,34.83859443664551,0.5725326538085938,0.04316275143623352,0.04099905490875244,0.08766889572143552,0.39493823051452637,0.02403879165649414,12519.803570567748,5268.082474782434,7251.721095785315,74.27132358328858,176.50869868495204,128.22644030384498,Qwen/Qwen3-8B,vLLM,NVIDIA H100 80GB HBM3,4,1,1,
104352.1805,184783.18550000002,264.85325,360.741,262.0905,299.11674999999997,468.99285659898476,565.126,466.412,503.77355,46.7741116751269,92.0,46.0,55.0,33.40736040609137,41.0,33.0,36.0,78206.97493654823,78207.3125,78207.3125,78207.3125,79656.72493654823,79657.0625,79657.0625,79657.0625,11.693527918781726,23.0,11.5,13.75,8.351840101522843,10.25,8.25,9.0,328308,328.308,127.5,1228.6499999999994,5055,19,241712,241.712,203.0,572.5499999999995,1317,16,393.1368637084961,6.086512472629547,5.117212653160095,14.745099544525146,33.25346660614014,0.40047788619995117,0.032086046695709226,0.027827024459838867,0.047868013381957925,0.1833200454711914,0.025578737258911133,1449.9276272973973,614.8291404675424,835.0984868298549,324.16965281919937,764.476672651751,562.8348547705205,google/gemma-2-9b-it,vLLM,NVIDIA H100 80GB HBM3,1,1,1,16
66656.286,110024.06249999999,313.67663999999996,430.261,314.847,363.6042,517.760294117647,634.1500000000001,518.5799999999999,568.0329999999999,51.87294117647059,96.0,51.0,62.0,37.64941176470588,45.0,38.0,42.0,78039.02073529412,78039.3125,78039.3125,78039.3125,79488.77073529412,79489.0625,79489.0625,79489.0625,12.968235294117648,24.0,12.75,15.5,9.41235294117647,11.25,9.5,10.5,328308,328.308,127.5,1228.6499999999994,5055,19,241712,241.712,203.0,572.5499999999995,1317,16,211.54631781578064,6.291510307073593,5.275254845619202,15.072987735271449,34.66214609146118,0.42125606536865234,0.034016146659851074,0.030370116233825684,0.06130099296569824,0.3011946678161621,0.025664329528808594,2694.5399281134564,1142.596110845514,1551.9438172679427,193.01789849478962,455.1865960316409,335.12452483643403,google/gemma-2-9b-it,vLLM,NVIDIA H100 80GB HBM3,1,1,1,32
47925.425,74261.46804874945,371.51492248062016,542.774,385.563,442.20464999999973,575.6702945736433,747.493,589.9035,646.1163999999997,57.2093023255814,94.0,58.0,69.14999999999998,41.906976744186046,51.0,43.0,48.0,77879.39777131783,77881.3125,77881.3125,77881.3125,79329.14777131783,79331.0625,79331.0625,79331.0625,14.30232558139535,23.5,14.5,17.287499999999994,10.476744186046512,12.75,10.75,12.0,328308,328.308,127.5,1228.6499999999994,5055,19,241712,241.712,203.0,572.5499999999995,1317,16,128.11784172058105,7.1384279057979585,6.018376588821411,17.104047739505766,39.18880772590637,0.4734659194946289,0.03885186433792114,0.03296315670013428,0.06717443466186523,0.211761474609375,0.027331113815307617,4449.185159106774,1886.6380884495575,2562.5470706572173,130.27870609583778,307.23120096954,226.19451261848462,google/gemma-2-9b-it,vLLM,NVIDIA H100 80GB HBM3,1,1,1,64
38686.704,55948.14754879117,457.83081656804734,684.452,507.419,562.823,662.1082544378698,888.906,711.941,767.4446,65.59171597633136,97.0,70.0,84.0,49.03550295857988,63.0,53.0,61.0,80251.37167159763,80321.3125,80321.3125,80321.3125,81701.12167159763,81771.0625,81771.0625,81771.0625,16.39792899408284,24.25,17.5,21.0,12.25887573964497,15.75,13.25,15.25,328308,328.308,127.5,1228.6499999999994,5055,19,241712,241.712,203.0,572.5499999999995,1317,16,83.5201063156128,8.50904075741768,7.218450546264648,19.864366292953484,44.67012691497803,0.5364570617675781,0.04748161196708679,0.0378870964050293,0.07580947875976562,0.3032991886138916,0.02897953987121582,6824.943419563674,2894.0576187319302,3930.8858008317443,98.15120092065396,231.4661562056959,170.4135980505841,google/gemma-2-9b-it,vLLM,NVIDIA H100 80GB HBM3,1,1,1,128
34887.0585,48985.21608139873,505.60954347826083,676.755,570.327,616.9882,709.9306666666666,881.1969999999999,774.7565,821.0935,67.6159420289855,94.0,70.5,87.15,51.26086956521739,68.0,54.0,66.0,80688.51539855072,80891.3125,80885.3125,80891.3125,82138.26539855072,82341.0625,82335.0625,82341.0625,16.903985507246375,23.5,17.625,21.7875,12.815217391304348,17.0,13.5,16.5,328308,328.308,127.5,1228.6499999999994,5055,19,241712,241.712,203.0,572.5499999999995,1317,16,68.03303480148315,12.594793551445008,10.72575056552887,29.435540831089014,51.482426166534424,0.792780876159668,0.07009321355819702,0.06130194664001465,0.15167696475982664,0.4168820381164551,0.0361785888671875,8378.576696795735,3552.8622338442347,4825.7144629515005,85.93596028454918,202.6594297403469,149.20506378583136,google/gemma-2-9b-it,vLLM,NVIDIA H100 80GB HBM3,1,1,1,
169471.89649999997,169471.89649999997,379.5563191489361,504.09799999999996,376.001,413.31579999999997,379.5563191489361,504.09799999999996,376.001,413.31579999999997,45.90929451287794,79.5,45.5,56.5,14.96808510638298,26.0,15.0,16.5,156222.38535834267,156222.625,156222.625,156222.625,156222.38535834267,156222.625,156222.625,156222.625,45.90929451287794,79.5,45.5,56.5,14.96808510638298,26.0,15.0,16.5,328308,328.308,127.5,1228.6499999999994,5055,19,241712,241.712,203.0,572.5499999999995,1317,16,445.50004839897156,6.895882938146591,5.786551237106323,16.39229707717894,37.96542024612427,0.45098137855529785,0.03369197630882263,0.030232906341552734,0.04202625751495361,0.13929152488708496,0.0289456844329834,1279.506033834397,542.5633529528434,736.9426808815537,297.30868478299004,701.1314974018666,516.197888872644,google/gemma-2-9b-it,vLLM,NVIDIA H100 80GB HBM3,2,1,1,16
100736.99149449397,100736.99149449397,425.949088794926,560.41,424.96799999999996,478.97619999999995,425.949088794926,560.41,424.96799999999996,478.97619999999995,47.43974630021142,83.0,47.0,57.0,17.167019027484145,28.5,17.5,19.5,155950.0118921776,155950.625,155950.625,155950.625,155950.0118921776,155950.625,155950.625,155950.625,47.43974630021142,83.0,47.0,57.0,17.167019027484145,28.5,17.5,19.5,328308,328.308,127.5,1228.6499999999994,5055,19,241712,241.712,203.0,572.5499999999995,1317,16,235.57316708564758,6.993723499059677,5.8825730085372925,16.73821722269058,38.07301592826843,0.47051334381103516,0.034725862979888916,0.03254532814025879,0.05199654102325437,0.14409160614013672,0.02874755859375,2419.7153141501776,1026.0591347915297,1393.656179358648,176.7253631354934,416.76454414548704,306.8368467856219,google/gemma-2-9b-it,vLLM,NVIDIA H100 80GB HBM3,2,1,1,32
68148.97099999999,68148.97099999999,492.0503321299638,755.447,502.18499999999995,585.8226,492.0503321299638,755.447,502.18499999999995,585.8226,55.66245487364621,93.5,55.5,68.6,20.119133574007222,33.5,20.5,25.0,155725.6213898917,155730.625,155730.625,155730.625,155725.6213898917,155730.625,155730.625,155730.625,55.66245487364621,93.5,55.5,68.6,20.119133574007222,33.5,20.5,25.0,328308,328.308,127.5,1228.6499999999994,5055,19,241712,241.712,203.0,572.5499999999995,1317,16,137.7807285785675,7.654975528001786,6.444239497184753,18.3402939081192,41.72198677062988,0.5126307010650635,0.03793523120880127,0.03472006320953369,0.05368494987487793,0.2682685852050781,0.029924869537353516,4137.153329646927,1754.3237177916878,2382.829611855239,119.55540331918176,281.94285347851985,207.57633380849686,google/gemma-2-9b-it,vLLM,NVIDIA H100 80GB HBM3,2,1,1,64
51895.064,51895.064,579.8331173184357,982.355,610.413,721.7838,579.8331173184357,982.355,610.413,721.7838,58.67877094972067,93.0,58.5,72.0,23.701117318435752,33.5,25.5,29.549999999999997,155402.3344972067,157000.625,155406.625,155406.625,155402.3344972067,157000.625,155406.625,155406.625,58.67877094972067,93.0,58.5,72.0,23.701117318435752,33.5,25.5,29.549999999999997,328308,328.308,127.5,1228.6499999999994,5055,19,241712,241.712,203.0,572.5499999999995,1317,16,88.68755674362183,8.910752469539643,7.493674039840698,21.230002748966214,47.21802377700806,0.5799927711486816,0.04321889328956604,0.0379490852355957,0.06028596162796014,0.18857407569885254,0.03254508972167969,6427.282709431437,2725.4330694749156,3701.849639956521,91.04077751657836,214.69792149334745,158.0682286145936,google/gemma-2-9b-it,vLLM,NVIDIA H100 80GB HBM3,2,1,1,128
44260.44249999999,44260.44249999999,655.7102592592594,1064.835,706.953,892.0028,655.7102592592594,1064.835,706.953,892.0028,58.477777777777774,90.0,58.0,76.89999999999999,26.655555555555555,38.0,30.5,36.0,154222.50648148148,157092.625,154258.625,154268.625,154222.50648148148,157092.625,154258.625,154268.625,58.477777777777774,90.0,58.0,76.89999999999999,26.655555555555555,38.0,30.5,36.0,328308,328.308,127.5,1228.6499999999994,5055,19,241712,241.712,203.0,572.5499999999995,1317,16,66.46789956092834,11.512524782896042,9.707525134086609,26.408437466621397,51.165607929229736,0.7597174644470215,0.05596070384979248,0.04946887493133545,0.11592421531677245,0.2937495708465576,0.03708362579345703,8575.869009934435,3636.522315233276,4939.346694701158,77.64717466053821,183.11230927715624,134.81378004800368,google/gemma-2-9b-it,vLLM,NVIDIA H100 80GB HBM3,2,1,1,
312207.37950000004,312207.37950000004,657.9712950474183,786.6779999999999,653.653,697.0802,657.9712950474183,786.6779999999999,653.653,697.0802,57.04662802950474,87.5,57.0,65.0,7.187565858798735,18.25,7.0,8.0,309228.14778714435,309229.25,309229.25,309229.25,309228.14778714435,309229.25,309229.25,309229.25,57.04662802950474,87.5,57.0,65.0,7.187565858798735,18.25,7.0,8.0,328308,328.308,127.5,1228.6499999999994,5055,19,241712,241.712,203.0,572.5499999999995,1317,16,473.54733419418335,7.333249302864075,6.16566789150238,17.49584875106811,40.18849992752075,0.4840707778930664,0.03568470048904419,0.03209125995635986,0.044827342033386224,0.13160157203674316,0.030501604080200195,1203.7233848438411,510.4283828591532,693.2950019846879,547.7130267359041,1291.6503090454758,950.958793267298,google/gemma-2-9b-it,vLLM,NVIDIA H100 80GB HBM3,4,1,1,16
177975.48450000002,177975.48450000002,709.0656752988048,871.628,709.549,770.0087,709.0656752988048,871.628,709.549,770.0087,63.060756972111555,93.0,64.25,69.5,8.36703187250996,21.0,8.25,10.0,308652.4133466135,308653.25,308653.25,308653.25,308652.4133466135,308653.25,308653.25,308653.25,63.060756972111555,93.0,64.25,69.5,8.36703187250996,21.0,8.25,10.0,328308,328.308,127.5,1228.6499999999994,5055,19,241712,241.712,203.0,572.5499999999995,1317,16,249.90715146064758,7.407896119594574,6.2311893701553345,17.79209362268448,40.39187049865723,0.5041153430938721,0.03647101163864136,0.035158514976501465,0.04650827646255492,0.13464689254760742,0.030131816864013672,2280.927123006962,967.2072151086959,1313.7199078982662,312.22673678116564,736.3121586847158,542.099140136701,google/gemma-2-9b-it,vLLM,NVIDIA H100 80GB HBM3,4,1,1,32
112784.53799999999,112784.53799999999,777.8243999999999,1067.345,791.9245,883.3237,777.8243999999999,1067.345,791.9245,883.3237,62.726724137931036,92.75,63.75,71.8875,9.953448275862069,21.0,10.25,12.387500000000003,308198.974137931,308207.25,308207.25,308207.25,308198.974137931,308207.25,308207.25,308207.25,62.726724137931036,92.75,63.75,71.8875,9.953448275862069,21.0,10.25,12.387500000000003,328308,328.308,127.5,1228.6499999999994,5055,19,241712,241.712,203.0,572.5499999999995,1317,16,144.33454060554504,7.9986446580886845,6.756683707237244,19.073511123657223,43.59165334701538,0.5408434867858887,0.039458380460739136,0.03737664222717285,0.04920357465744017,0.2916393280029297,0.031452178955078125,3949.2972202531882,1674.6649761444137,2274.6322441087746,197.86066804673519,466.6071109419474,343.53271318396133,google/gemma-2-9b-it,vLLM,NVIDIA H100 80GB HBM3,4,1,1,64
80138.30249999999,80138.30249999999,861.7021774193549,1352.325,906.7425000000001,1014.91625,861.7021774193549,1352.325,906.7425000000001,1014.91625,56.38978494623656,92.75,56.125,69.625,11.983870967741936,20.5,12.875,16.1875,306989.04569892475,309291.25,306997.25,306997.25,306989.04569892475,309291.25,306997.25,306997.25,56.38978494623656,92.75,56.125,69.625,11.983870967741936,20.5,12.875,16.1875,328308,328.308,127.5,1228.6499999999994,5055,19,241712,241.712,203.0,572.5499999999995,1317,16,92.20481061935425,9.228236421585082,7.7970274686813354,22.062023699283596,48.85245156288147,0.5967388153076172,0.043714483976364134,0.04021167755126953,0.058517634868621826,0.16752862930297852,0.03397202491760254,6182.106943998754,2621.468428560098,3560.6385154386567,140.5885802252552,331.5445757761302,244.09488194012934,google/gemma-2-9b-it,vLLM,NVIDIA H100 80GB HBM3,4,1,1,128
65174.81800000001,65174.81800000001,944.562579710145,1493.17,997.1370000000001,1205.03645,944.562579710145,1493.17,997.1370000000001,1205.03645,61.11231884057971,91.25,61.125,73.76250000000002,13.976449275362318,21.75,15.25,20.5,304451.74275362317,305719.25,304523.25,304541.25,304451.74275362317,305719.25,304523.25,304541.25,61.11231884057971,91.25,61.125,73.76250000000002,13.976449275362318,21.75,15.25,20.5,328308,328.308,127.5,1228.6499999999994,5055,19,241712,241.712,203.0,572.5499999999995,1317,16,68.17350196838379,11.718861921787262,9.947385549545288,27.01743793487549,52.60478067398071,0.8020937442779541,0.055387923002243045,0.04872703552246094,0.10786033868789667,0.3525698184967041,0.03878283500671387,8361.313172152328,3545.5417870728807,4815.771385079447,114.33777411318903,269.63832163897536,198.51730082727198,google/gemma-2-9b-it,vLLM,NVIDIA H100 80GB HBM3,4,1,1,
103308.79250000001,153481.2815323067,420.80974541751533,519.51,418.206,458.2585,625.1783360488797,723.896,622.6500000000001,662.5550000000001,87.90835030549898,98.0,89.0,92.0,73.25254582484725,82.0,75.0,77.0,78150.84814154786,78151.3125,78151.3125,78151.3125,79600.59814154786,79601.0625,79601.0625,79601.0625,21.977087576374746,24.5,22.25,23.0,18.31313645621181,20.5,18.75,19.25,332726,332.726,127.5,1244.0,6717,18,241712,241.712,203.0,572.5499999999995,1317,16,244.56195974349976,3.787395594596863,3.1867414712905884,9.092124462127686,21.026806116104126,0.2420206069946289,0.02841003179550171,0.02019500732421875,0.06926671266555783,0.3494911193847656,0.01487421989440918,2348.844442539139,988.3466760468847,1360.4977664922542,267.1851122876737,634.9758453544164,461.28430459990113,Qwen/Qwen3-14B,vLLM,NVIDIA H100 80GB HBM3,1,1,1,16
65804.671,95529.99100000001,452.26578006872853,558.644,453.14,504.821,656.5635120274915,763.0409999999999,657.7049999999999,708.9835,84.4192439862543,97.0,85.0,92.0,69.2508591065292,82.0,72.0,77.0,78150.71456185567,78151.3125,78151.3125,78151.3125,79600.46456185567,79601.0625,79601.0625,79601.0625,21.104810996563575,24.25,21.25,23.0,17.3127147766323,20.5,18.0,19.25,332726,332.726,127.5,1244.0,6717,18,241712,241.712,203.0,572.5499999999995,1317,16,144.3701868057251,4.318856667280198,3.6282957792282104,10.304200434684748,24.480769872665405,0.2690005302429199,0.032307183504104615,0.02208268642425537,0.08917641639709473,0.41071557998657227,0.015966415405273438,3978.923991925044,1674.251487429777,2304.672504495267,166.3016565756444,395.2223762163236,287.11309305554727,Qwen/Qwen3-14B,vLLM,NVIDIA H100 80GB HBM3,1,1,1,32
46863.662500000006,66675.251,483.13054123711345,638.408,491.86,547.7189,687.3737216494844,843.135,696.1015,751.8436999999999,80.23711340206185,97.0,81.0,92.0,62.49484536082474,81.0,65.0,77.35,78064.29188144329,78067.3125,78067.3125,78067.3125,79514.04188144329,79517.0625,79517.0625,79517.0625,20.059278350515463,24.25,20.25,23.0,15.623711340206185,20.25,16.25,19.3375,332726,332.726,127.5,1244.0,6717,18,241712,241.712,203.0,572.5499999999995,1317,16,96.22144627571106,5.497248508930206,4.566638708114624,13.075701236724848,30.743382215499878,0.33686327934265137,0.03938915705680847,0.027449607849121094,0.09471440315246582,0.37569236755371094,0.01845526695251465,5969.958073109986,2512.038733105332,3457.9193400046533,116.0704044648857,275.84584546898793,200.39086515631482,Qwen/Qwen3-14B,vLLM,NVIDIA H100 80GB HBM3,1,1,1,64
37861.754499999995,52685.105516284704,522.231096551724,689.286,541.864,607.1826,726.6911103448275,894.535,746.6619999999999,811.8302,76.08275862068966,97.0,75.0,92.0,57.93793103448276,81.0,58.0,77.79999999999998,79158.67801724139,79215.3125,79213.3125,79215.3125,80608.42801724139,80665.0625,80663.0625,80665.0625,19.020689655172415,24.25,18.75,23.0,14.48448275862069,20.25,14.5,19.449999999999996,332726,332.726,127.5,1244.0,6717,18,241712,241.712,203.0,572.5499999999995,1317,16,71.70818328857422,7.701642645597458,6.539770722389221,17.998739039897913,39.66148853302002,0.47415852546691895,0.05226374173164368,0.03678178787231445,0.09907817840576172,0.4192991256713867,0.02301812171936035,8010.773298889715,3370.772886928147,4640.000411961568,91.71591279874364,217.9664456720589,158.3438189870485,Qwen/Qwen3-14B,vLLM,NVIDIA H100 80GB HBM3,1,1,1,128
33385.69850000001,46064.66906518485,538.4790080645164,686.571,565.6600000000001,673.46945,742.9785322580645,891.82,770.1565,878.1816,72.86290322580645,100.0,74.0,92.85,51.70161290322581,80.0,51.0,77.85,78405.89314516129,81081.3125,78427.3125,78433.3125,79855.64314516129,82531.0625,79877.0625,79883.0625,18.215725806451612,25.0,18.5,23.2125,12.925403225806452,20.0,12.75,19.4625,332726,332.726,127.5,1244.0,6717,18,241712,241.712,203.0,572.5499999999995,1317,16,60.962918281555176,11.985026961326598,10.358256101608276,28.033244979381557,48.245601177215576,0.746112585067749,0.07846290016174316,0.0664602518081665,0.19537034034729003,0.5491220951080322,0.03174424171447754,9422.744451749792,3964.902055437394,5457.842396312398,80.1908457748005,190.57667416257715,138.44625627448664,Qwen/Qwen3-14B,vLLM,NVIDIA H100 80GB HBM3,1,1,1,
