,input_tokens,output_tokens,latency,latency_with_queue,decode_time,queue_time,ttft
0,26,232,9.913174629211426,9.9853036403656,9.717422485351562,0.0721290111541748,0.1947321891784668
1,91,238,10.183950424194336,10.255667924880981,9.988301992416382,0.07171750068664551,0.1947321891784668
2,48,164,7.490739345550537,7.562370300292969,7.2951037883758545,0.07163095474243164,0.1947321891784668
3,72,133,6.553247928619385,6.624819040298462,6.357567071914673,0.07157111167907715,0.1947321891784668
4,242,78,4.417397975921631,4.488918304443359,4.2218544483184814,0.07152032852172852,0.1947321891784668
5,333,77,4.2791173458099365,4.350582838058472,4.083556175231934,0.07146549224853516,0.1947321891784668
6,497,299,12.330198764801025,12.401605367660522,12.134475469589233,0.07140660285949707,0.1947321891784668
7,798,31,2.7147116661071777,2.7860422134399414,2.3240859508514404,0.07133054733276367,0.3898324966430664
8,147,354,14.08629298210144,14.354265928268433,13.892239570617676,0.2679729461669922,0.1930983066558838
9,54,243,10.176926136016846,10.444853067398071,9.982913970947266,0.2679269313812256,0.1930983066558838
10,828,375,14.815269231796265,15.08315396308899,14.621169567108154,0.2678847312927246,0.1930983066558838
11,144,32,2.581911087036133,2.8497071266174316,2.3880486488342285,0.26779603958129883,0.1930983066558838
12,392,295,12.017368078231812,12.285111665725708,11.823326110839844,0.2677435874938965,0.1930983066558838
13,353,64,3.6706790924072266,3.9383649826049805,3.4767954349517822,0.2676858901977539,0.1930983066558838
14,35,43,3.003169536590576,3.270793914794922,2.8093159198760986,0.2676243782043457,0.1930983066558838
15,721,290,11.890113592147827,12.157699346542358,11.505351543426514,0.26758575439453125,0.3837714195251465
16,58,449,17.82729458808899,18.288928031921387,17.636686325073242,0.46163344383239746,0.18964791297912598
17,102,67,3.6327829360961914,4.094377040863037,3.442307949066162,0.4615941047668457,0.18964791297912598
18,727,456,18.298587560653687,18.75953698158264,18.107938051223755,0.4609494209289551,0.18964791297912598
19,2267,256,10.505789518356323,10.96664023399353,10.11926007270813,0.46085071563720703,0.3853580951690674
20,254,210,8.509795904159546,9.160744667053223,8.117266178131104,0.6509487628936768,0.3916184902191162
21,506,402,15.2594895362854,16.106375694274902,15.062882900238037,0.846886157989502,0.19562745094299316
22,33,459,18.12268614768982,18.969505548477173,17.92614722251892,0.8468194007873535,0.19562745094299316
23,44,232,9.340060472488403,10.186843395233154,9.143508672714233,0.846782922744751,0.19562745094299316
24,68,470,18.5165855884552,19.363330841064453,18.320065021514893,0.8467452526092529,0.19562745094299316
25,1425,275,10.857085466384888,11.70378565788269,10.463172912597656,0.8467001914978027,0.392902135848999
26,1274,425,15.90953516960144,16.952752828598022,15.71225380897522,1.043217658996582,0.19626355171203613
27,52,287,11.113126993179321,12.156240701675415,10.915846109390259,1.0431137084960938,0.19626355171203613
28,206,212,8.212844371795654,9.25592041015625,8.015579462051392,1.0430760383605957,0.19626355171203613
29,148,47,2.47904634475708,3.5220603942871094,2.2820050716400146,1.0430140495300293,0.19626355171203613
30,34,778,29.22943949699402,30.27240562438965,29.032217025756836,1.0429661273956299,0.19626355171203613
31,537,499,19.411540746688843,20.45446276664734,19.019415378570557,1.042922019958496,0.3911886215209961
32,189,73,3.29643177986145,4.536831378936768,3.1018521785736084,1.2403995990753174,0.19364523887634277
33,36,421,15.55999755859375,16.800350189208984,15.365360975265503,1.2403526306152344,0.19364523887634277
34,1000,423,15.674797296524048,16.915114641189575,15.480154752731323,1.2403173446655273,0.19364523887634277
35,66,158,6.319474220275879,7.559698820114136,6.124899864196777,1.2402245998382568,0.19364523887634277
36,919,226,8.809504747390747,10.049692392349243,8.418501615524292,1.240187644958496,0.38999199867248535
37,645,113,4.588665723800659,6.023585557937622,4.392591238021851,1.434919834136963,0.19517254829406738
38,505,103,4.223015546798706,5.6578593254089355,4.0269763469696045,1.4348437786102295,0.19517254829406738
39,73,62,2.657553195953369,4.092333555221558,2.4615306854248047,1.4347803592681885,0.19517254829406738
40,40,411,15.035554647445679,16.47029423713684,14.839433670043945,1.434739589691162,0.19517254829406738
41,73,224,8.347790956497192,9.782494068145752,8.151703119277954,1.4347031116485596,0.19517254829406738
42,395,344,12.81645393371582,14.25111722946167,12.421962022781372,1.4346632957458496,0.3934471607208252
43,50,29,1.3879344463348389,3.018953323364258,1.190152645111084,1.631018877029419,0.1970362663269043
44,41,388,14.174891948699951,15.805872440338135,13.976830005645752,1.6309804916381836,0.1970362663269043
45,54,300,11.05830979347229,12.689250469207764,10.860336065292358,1.6309406757354736,0.1970362663269043
46,32,58,2.3506717681884766,3.981576681137085,2.1528127193450928,1.6309049129486084,0.1970362663269043
47,34,24,1.1522135734558105,2.783083438873291,0.9543609619140625,1.6308698654174805,0.1970362663269043
48,932,71,2.905224561691284,4.536052465438843,2.707230806350708,1.6308279037475586,0.1970362663269043
49,33,17,0.9275882244110107,2.558326005935669,0.7297868728637695,1.6307377815246582,0.1970362663269043
50,33,219,7.934662103652954,9.5653657913208,7.736732482910156,1.6307036876678467,0.1970362663269043
51,708,250,9.334152460098267,10.964680433273315,8.939545392990112,1.6305279731750488,0.39340925216674805
52,498,538,19.983071327209473,21.81204867362976,19.787204265594482,1.828977346420288,0.19488143920898438
53,509,70,2.7067062854766846,4.5356104373931885,2.5108578205108643,1.828904151916504,0.19488143920898438
54,907,435,15.866699695587158,17.695533514022827,15.54125452041626,1.828833818435669,0.32444119453430176
55,67,82,3.058171272277832,5.08316445350647,2.929175615310669,2.0249931812286377,0.12819361686706543
56,33,25,0.9084646701812744,2.9334192276000977,0.7795274257659912,2.0249545574188232,0.12819361686706543
57,27,95,3.4444708824157715,5.46938419342041,3.315448522567749,2.0249133110046387,0.12819361686706543
58,52,438,15.771501541137695,17.796371936798096,15.642359972000122,2.0248703956604004,0.12819361686706543
59,39,104,3.800687313079834,5.825519323348999,3.6716697216033936,2.024832010269165,0.12819361686706543
60,65,501,18.70746636390686,20.732262134552002,18.578336477279663,2.0247957706451416,0.12819361686706543
61,723,260,9.33151888847351,11.356274604797363,9.20235013961792,2.0247557163238525,0.12819361686706543
62,90,502,18.74909019470215,20.773768424987793,18.61998677253723,2.0246782302856445,0.12819361686706543
63,32,105,3.8458142280578613,5.870448112487793,3.7167551517486572,2.0246338844299316,0.12819361686706543
64,107,65,2.4416160583496094,4.999834775924683,2.3856313228607178,2.5582187175750732,0.055173635482788086
65,50,436,16.38898515701294,19.171797037124634,16.325669050216675,2.7828118801116943,0.0623319149017334
66,332,289,10.34907054901123,13.131844758987427,10.285796165466309,2.7827742099761963,0.0623319149017334
67,162,167,5.877532482147217,8.724046230316162,5.818980693817139,2.8465137481689453,0.05765271186828613
68,233,47,1.7501435279846191,4.683829307556152,1.694211721420288,2.933685779571533,0.05512046813964844
69,632,385,13.602431774139404,16.620673179626465,13.521453142166138,3.0182414054870605,0.07998013496398926
