,input_tokens,output_tokens,latency,latency_with_queue,decode_time,queue_time,ttft
486,1211,119,6.823803663253784,47.518855571746826,6.718004465103149,40.69505190849304,0.10268378257751465
487,136,159,8.993974685668945,49.68885517120361,8.888459920883179,40.69488048553467,0.10268378257751465
488,89,304,17.789437294006348,58.592273235321045,17.739201307296753,40.8028359413147,0.04733419418334961
489,155,236,13.856344223022461,54.71151351928711,13.804849624633789,40.85516929626465,0.048540353775024414
490,30,284,16.605353355407715,57.51426291465759,16.554996728897095,40.90890955924988,0.04742264747619629
491,50,188,10.485502481460571,51.39435005187988,10.435257911682129,40.90884757041931,0.04742264747619629
492,504,94,5.307598829269409,46.318116426467896,5.24506139755249,41.010517597198486,0.059654951095581055
493,102,89,5.03599214553833,46.25810098648071,4.984403848648071,41.22210884094238,0.04871654510498047
494,107,352,20.767167806625366,61.989213943481445,20.715515613555908,41.22204613685608,0.04871654510498047
495,43,405,23.708966732025146,64.93094539642334,23.657399654388428,41.22197866439819,0.04871654510498047
496,223,136,7.73340630531311,49.10782217979431,7.675224781036377,41.3744158744812,0.05525636672973633
497,46,390,22.902758836746216,64.27696204185486,22.84431266784668,41.37420320510864,0.05525636672973633
498,298,241,14.281489133834839,55.86287713050842,14.222690343856812,41.581387996673584,0.05578446388244629
499,44,54,3.135624647140503,44.77798342704773,3.085404396057129,41.64235877990723,0.047408342361450195
500,49,325,19.232125520706177,61.02504634857178,19.182185411453247,41.7929208278656,0.04700732231140137
501,93,382,22.489073276519775,64.33388042449951,22.438783168792725,41.844807147979736,0.0472109317779541
502,526,390,22.92969584465027,64.87621092796326,22.861265182495117,41.94651508331299,0.06559514999389648
503,27,87,5.009499549865723,46.955907344818115,4.9410412311553955,41.94640779495239,0.06559514999389648
504,41,57,3.318051815032959,45.3839316368103,3.2684199810028076,42.065879821777344,0.04683637619018555
505,378,330,19.61777973175049,61.73549461364746,19.556280851364136,42.11771488189697,0.058574676513671875
506,74,231,13.772069454193115,56.30394530296326,13.697715282440186,42.53187584877014,0.07148909568786621
507,677,217,12.938840866088867,55.47064733505249,12.864389896392822,42.53180646896362,0.07148909568786621
508,1580,469,27.6038498878479,70.26170325279236,27.48684024810791,42.65785336494446,0.11403226852416992
509,70,11,0.6118597984313965,43.488003969192505,0.5618298053741455,42.87614417076111,0.04721665382385254
510,129,57,3.2196848392486572,46.148205280303955,3.1696395874023438,42.9285204410553,0.04721260070800781
511,68,108,6.177717685699463,49.15839982032776,6.1275599002838135,42.980682134628296,0.04723644256591797
512,829,197,11.733505964279175,54.815540075302124,11.648306131362915,43.08203411102295,0.08223152160644531
513,616,290,17.104913234710693,60.372594594955444,17.035649299621582,43.26768136024475,0.06630849838256836
514,87,255,15.068455696105957,58.407575607299805,15.017828226089478,43.33911991119385,0.04759335517883301
515,111,52,2.980304479598999,46.46972060203552,2.929992198944092,43.48941612243652,0.04742598533630371
516,264,554,32.90075159072876,76.44281840324402,32.84223914146423,43.54206681251526,0.05562543869018555
517,27,250,14.804241418838501,58.40739130973816,14.687613487243652,43.60314989089966,0.11356043815612793
518,1613,436,25.78726100921631,69.39035391807556,25.670719146728516,43.60309290885925,0.11356043815612793
519,996,65,3.744746685028076,47.51589512825012,3.657106399536133,43.771148443222046,0.08449387550354004
520,67,60,3.405297040939331,47.265933990478516,3.3550615310668945,43.860636949539185,0.04744720458984375
521,220,149,8.852519273757935,52.76604104042053,8.793372631072998,43.9135217666626,0.05609011650085449
522,28,428,25.170607566833496,69.0840470790863,25.111746072769165,43.91343951225281,0.05609011650085449
523,89,331,19.49905014038086,63.412421464920044,19.4400851726532,43.913371324539185,0.05609011650085449
524,314,246,14.501019716262817,58.47547221183777,14.442577362060547,43.97445249557495,0.05529141426086426
525,1075,40,2.2324869632720947,46.36754298210144,2.1378605365753174,44.135056018829346,0.09169387817382812
526,845,370,21.72634983062744,66.15387749671936,21.62814688682556,44.42752766609192,0.09524965286254883
527,397,473,27.686890602111816,72.11428904533386,27.58867907524109,44.427398443222046,0.09524965286254883
528,122,113,6.240991592407227,51.01834487915039,6.190720319747925,44.777353286743164,0.04733085632324219
529,324,94,5.227807998657227,50.05792951583862,5.160212755203247,44.8301215171814,0.06463050842285156
530,192,79,4.44582462310791,49.27585458755493,4.378323793411255,44.83002996444702,0.06463050842285156
531,850,33,1.860684871673584,47.054675579071045,1.7746119499206543,45.19399070739746,0.0832061767578125
532,39,33,1.835564374923706,47.11760950088501,1.7856040000915527,45.282045125961304,0.047120094299316406
533,39,164,9.803837776184082,55.18700194358826,9.753313064575195,45.383164167404175,0.04709482192993164
534,39,64,3.6167290210723877,49.052008390426636,3.5667426586151123,45.43527936935425,0.04719686508178711
535,33,513,30.288039684295654,75.82461762428284,30.238096952438354,45.53657793998718,0.047070980072021484
536,26,75,4.210730314254761,49.79949688911438,4.16015100479126,45.58876657485962,0.047586917877197266
537,93,566,33.57341265678406,79.21501755714417,33.523367404937744,45.64160490036011,0.047061920166015625
538,229,15,0.8265013694763184,46.520243883132935,0.7761378288269043,45.693742513656616,0.0474696159362793
