,input_tokens,output_tokens,latency,latency_with_queue,decode_time,queue_time,ttft
0,46,232,4.556560277938843,4.659216642379761,4.471918821334839,0.10265636444091797,0.0842123031616211
1,111,238,4.7142884731292725,4.816314697265625,4.629656076431274,0.10202622413635254,0.0842123031616211
2,68,164,3.2971255779266357,3.3990557193756104,3.212526559829712,0.10193014144897461,0.0842123031616211
3,92,133,2.7234585285186768,2.825315237045288,2.638849973678589,0.10185670852661133,0.0842123031616211
4,262,78,1.6908016204833984,1.7925870418548584,1.6061983108520508,0.10178542137145996,0.0842123031616211
5,353,77,1.6688354015350342,1.7705183029174805,1.5842432975769043,0.10168290138244629,0.0842123031616211
6,517,299,5.897393226623535,5.998986721038818,5.812739372253418,0.1015934944152832,0.0842123031616211
7,818,31,0.7493417263031006,0.8508255481719971,0.5816822052001953,0.10148382186889648,0.16719698905944824
8,167,354,6.865802764892578,7.053329706192017,6.784375905990601,0.18752694129943848,0.08100152015686035
9,74,243,4.780982732772827,4.968423843383789,4.699559926986694,0.18744111061096191,0.08100152015686035
10,848,375,7.2857325077056885,7.473096132278442,7.20426082611084,0.1873636245727539,0.08100152015686035
11,164,32,0.683826208114624,0.8710553646087646,0.6024880409240723,0.18722915649414062,0.08100152015686035
12,412,295,5.753497362136841,5.940648317337036,5.672046422958374,0.1871509552001953,0.08100152015686035
13,373,64,1.3100595474243164,1.497117519378662,1.1801834106445312,0.1870579719543457,0.12950515747070312
14,55,43,0.825751543045044,1.0944879055023193,0.7776927947998047,0.2687363624572754,0.04772329330444336
15,741,290,5.594859838485718,5.863529920578003,5.546670198440552,0.26867008209228516,0.04772329330444336
16,78,449,8.62314748764038,9.473621845245361,8.60289478302002,0.8504743576049805,0.01978135108947754
17,122,67,1.3390872478485107,2.2099740505218506,1.3191046714782715,0.8708868026733398,0.019618749618530273
18,747,456,8.752133846282959,9.846915245056152,8.716730833053589,1.0947813987731934,0.03491067886352539
19,2287,256,4.957413196563721,6.454800128936768,4.850590705871582,1.4973869323730469,0.10626029968261719
20,274,210,3.998375654220581,5.7678608894348145,3.9769504070281982,1.7694852352142334,0.020987272262573242
21,526,402,7.6493446826934814,9.440577983856201,7.618230104446411,1.7912333011627197,0.030601978302001953
22,53,459,8.729716062545776,10.93960952758789,8.709730625152588,2.2098934650421143,0.01956486701965332
23,64,232,4.44275164604187,7.266622543334961,4.422743082046509,2.823870897293091,0.019595861434936523
24,88,470,9.030903339385986,12.428480863571167,9.010684728622437,3.3975775241851807,0.019805431365966797
25,1445,275,5.301801681518555,9.958935737609863,5.237116813659668,4.657134056091309,0.06418490409851074
26,1294,425,8.149608135223389,12.964179992675781,8.089873790740967,4.814571857452393,0.059237003326416016
27,72,287,5.449456214904785,10.416611194610596,5.429196834564209,4.9671549797058105,0.019865036010742188
28,226,212,4.038757562637329,9.806531190872192,4.018582582473755,5.767773628234863,0.019740581512451172
29,168,47,0.8909564018249512,6.753508806228638,0.8709030151367188,5.8625524044036865,0.019653797149658203
30,54,778,14.760152816772461,20.699632167816162,14.740096092224121,5.939479351043701,0.01959848403930664
31,557,499,9.486772060394287,15.483789443969727,9.454853296279907,5.9970173835754395,0.03145956993103027
32,209,73,1.4136152267456055,7.867753505706787,1.3934519290924072,6.454138278961182,0.019765377044677734
33,56,421,8.005801439285278,14.759610891342163,7.98582649230957,6.753809452056885,0.01954817771911621
34,1020,423,8.060534477233887,15.111990690231323,8.012334108352661,7.0514562129974365,0.047684669494628906
35,86,158,2.9981188774108887,10.264047622680664,2.9779717922210693,7.265928745269775,0.019754648208618164
36,939,226,4.32256817817688,11.793705463409424,4.276761054992676,7.471137285232544,0.04534101486206055
37,665,113,2.1364686489105225,10.004181623458862,2.1013290882110596,7.86771297454834,0.03471803665161133
38,525,103,1.9705886840820312,11.410156488418579,1.9389991760253906,9.439567804336548,0.031180620193481445
39,93,62,1.1692066192626953,10.640873670578003,1.149064540863037,9.471667051315308,0.019773006439208984
40,60,411,7.798977613449097,17.604881048202515,7.7789835929870605,9.805903434753418,0.019595623016357422
41,93,224,4.267692804336548,14.112678050994873,4.247633695602417,9.844985246658325,0.01966381072998047
42,415,344,6.515937566757202,16.473745822906494,6.488419532775879,9.957808256149292,0.027085304260253906
43,70,29,0.5421712398529053,10.546287059783936,0.5220763683319092,10.00411581993103,0.01971435546875
44,61,388,7.361642599105835,17.625498294830322,7.3416218757629395,10.263855695724487,0.019588947296142578
45,74,300,5.683311462402344,16.09890627861023,5.66313624382019,10.415594816207886,0.019762516021728516
46,52,58,1.1222927570343018,11.66890549659729,1.102311611175537,10.546612739562988,0.019603490829467773
47,54,24,0.4720919132232666,11.112828493118286,0.4521911144256592,10.64073657989502,0.019533157348632812
48,952,71,1.3863677978515625,12.324352979660034,1.340503215789795,10.937985181808472,0.04539656639099121
49,53,17,0.31662869453430176,11.429768800735474,0.2965571880340576,11.113140106201172,0.01967000961303711
50,53,219,4.14830756187439,15.558099508285522,4.128422260284424,11.409791946411133,0.019504308700561523
51,728,250,4.726015090942383,16.156076908111572,4.690537214279175,11.43006181716919,0.035019874572753906
52,518,538,10.186322212219238,21.855278491973877,10.154993534088135,11.668956279754639,0.03086996078491211
53,529,70,1.3369874954223633,13.129884004592896,1.305790662765503,11.792896509170532,0.03078746795654297
54,927,435,8.196338653564453,20.520753145217896,8.150516748428345,12.324414491653442,0.04532313346862793
55,87,82,1.518143653869629,13.944337606430054,1.4979853630065918,12.426193952560425,0.019772768020629883
56,53,25,0.4669926166534424,13.429009914398193,0.4469645023345947,12.962017297744751,0.019634723663330078
